Assembly_Num,Session_ID,Date,Session_Title,기술,소득,노동,이민,이주,외국인,기술_이동평균,기술_이동표준편차,기술_급증,소득_이동평균,소득_이동표준편차,소득_급증,노동_이동평균,노동_이동표준편차,노동_급증,이민_이동평균,이민_이동표준편차,이민_급증,이주_이동평균,이주_이동표준편차,이주_급증,외국인_이동평균,외국인_이동표준편차,외국인_급증
제2대,426,1950.11.08.,제2대국회 제8회(임시회) 제46차 국회본회의(전체회의) (1950.11.08.),0,0,0,0,0,0,1.4,1.51657508881031,false,0.2,0.4472135954999579,false,1.0,1.7320508075688772,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,427,1950.11.10.,제2대국회 제8회(임시회) 제47차 국회본회의(전체회의) (1950.11.10.),1,0,5,0,0,0,1.4,1.51657508881031,false,0.0,0.0,false,1.0,1.7320508075688772,true,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,428,1950.11.11.,제2대국회 제8회(임시회) 제48차 국회본회의(전체회의) (1950.11.11.),11,1,8,0,0,0,1.4,1.51657508881031,true,0.0,0.0,true,2.0,2.345207879911715,true,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,429,1950.11.15.,제2대국회 제8회(임시회) 제51차 국회본회의(전체회의) (1950.11.15.),0,0,0,0,0,0,3.4,4.505552130427524,false,0.2,0.4472135954999579,false,3.4,3.4351128074635335,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,430,1950.11.18.,제2대국회 제8회(임시회) 제52차 국회본회의(전체회의) (1950.11.18.),0,2,1,0,0,0,2.6,4.722287581247038,false,0.2,0.4472135954999579,true,3.4,3.4351128074635335,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,431,1950.11.20.,제2대국회 제8회(임시회) 제53차 국회본회의(전체회의) (1950.11.20.),3,1,9,0,0,0,2.4,4.8270073544588685,false,0.6,0.8944271909999159,false,2.8,3.5637059362410923,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,432,1950.11.21.,제2대국회 제8회(임시회) 제54차 국회본회의(전체회의) (1950.11.21.),1,1,0,0,0,0,3.0,4.636809247747852,false,0.8,0.8366600265340756,false,4.6,4.03732584763727,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,433,1950.11.22.,제2대국회 제8회(임시회) 제55차 국회본회의(전체회의) (1950.11.22.),7,109,0,0,0,0,3.0,4.636809247747852,false,1.0,0.7071067811865475,true,3.6,4.505552130427524,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,434,1950.11.23.,제2대국회 제8회(임시회) 제56차 국회본회의(전체회의) (1950.11.23.),5,50,0,0,0,0,2.2,2.949576240750525,false,22.6,48.304244119952855,false,2.0,3.9370039370059056,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,435,1950.11.24.,제2대국회 제8회(임시회) 제57차 국회본회의(전체회의) (1950.11.24.),3,3,0,0,0,0,3.2,2.8635642126552705,false,32.6,47.626673198954386,false,2.0,3.9370039370059056,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,436,1950.11.25.,제2대국회 제8회(임시회) 제58차 국회본회의(전체회의) (1950.11.25.),3,1,0,0,0,0,3.8,2.2803508501982757,false,32.8,47.46788387952427,false,1.8,4.024922359499621,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,437,1950.11.26.,제2대국회 제8회(임시회) 폐회식 국회본회의(전체회의) (1950.11.26.),0,1,0,0,0,0,3.8,2.2803508501982757,false,32.8,47.46788387952427,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,438,1950.12.08.,제2대국회 제9회(임시회) 개회식 국회본회의(전체회의) (1950.12.08.),0,0,0,0,0,0,3.6,2.6076809620810595,false,32.8,47.46788387952427,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,439,1950.12.11.,제2대국회 제9회(임시회) 제1차 국회본회의(전체회의) (1950.12.11.),0,0,0,0,0,0,2.2,2.16794833886788,false,11.0,21.82887995294308,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,440,1950.12.12.,제2대국회 제9회(임시회) 제2차 국회본회의(전체회의) (1950.12.12.),0,0,0,0,0,0,1.2,1.6431676725154982,false,1.0,1.224744871391681,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,441,1950.12.13.,제2대국회 제9회(임시회) 제3차 국회본회의(전체회의) (1950.12.13.),0,1,0,0,0,0,0.6,1.3416407864998738,false,0.4,0.5477225575053681,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,442,1950.12.14.,제2대국회 제9회(임시회) 제4차 국회본회의(전체회의) (1950.12.14.),0,0,0,0,0,0,0.0,9.930136612989092e-17,false,0.4,0.5477225575053681,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,443,1950.12.15.,제2대국회 제9회(임시회) 제5차 국회본회의(전체회의) (1950.12.15.),2,0,0,0,0,0,0.0,9.930136612989092e-17,true,0.2,0.4472135955002038,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,444,1950.12.16.,제2대국회 제9회(임시회) 제6차 국회본회의(전체회의) (1950.12.16.),0,0,0,0,0,0,0.4,0.8944271909999157,false,0.2,0.4472135955002038,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,445,1950.12.18.,제2대국회 제9회(임시회) 폐회식 국회본회의(전체회의) (1950.12.18.),0,0,0,0,0,0,0.4,0.8944271909999157,false,0.2,0.4472135955002038,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,446,1950.12.20.,제2대국회 제10회(정기회) 개회식 국회본회의(전체회의) (1950.12.20.),0,0,0,0,0,0,0.4,0.8944271909999157,false,0.2,0.4472135955002038,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,447,1950.12.21.,제2대국회 제10회(정기회) 제1차 국회본회의(전체회의) (1950.12.21.),0,0,0,0,0,0,0.4,0.8944271909999157,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,448,1950.12.22.,제2대국회 제10회(정기회) 제2차 국회본회의(전체회의) (1950.12.22.),0,0,0,0,0,0,0.4,0.8944271909999157,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,449,1950.12.23.,제2대국회 제10회(정기회) 제3차 국회본회의(전체회의) (1950.12.23.),0,0,0,0,0,0,0.0,9.930136612989092e-17,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,450,1950.12.24.,제2대국회 제10회(정기회) 제4차 국회본회의(전체회의) (1950.12.24.),0,1,0,0,0,0,0.0,9.930136612989092e-17,false,0.0,4.673717793095766e-7,true,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,451,1950.12.25.,제2대국회 제10회(정기회) 제5차 국회본회의(전체회의) (1950.12.25.),0,0,0,0,0,0,0.0,9.930136612989092e-17,false,0.2,0.4472135955002038,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,452,1951.01.15.,제2대국회 제10회(정기회) 제6차 국회본회의(전체회의) (1951.01.15.),0,0,1,0,0,0,0.0,9.930136612989092e-17,false,0.2,0.4472135955002038,false,0.0,0.0,true,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,453,1951.01.16.,제2대국회 제10회(정기회) 제7차 국회본회의(전체회의) (1951.01.16.),5,0,1,0,0,0,0.0,9.930136612989092e-17,true,0.2,0.4472135955002038,false,0.2,0.4472135954999579,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,454,1951.01.17.,제2대국회 제10회(정기회) 제8차 국회본회의(전체회의) (1951.01.17.),0,0,0,0,0,0,1.0,2.23606797749979,false,0.2,0.4472135955002038,false,0.4,0.5477225575051661,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,455,1951.01.18.,제2대국회 제10회(정기회) 제9차 국회본회의(전체회의) (1951.01.18.),0,0,0,0,0,0,1.0,2.23606797749979,false,0.2,0.4472135955002038,false,0.4,0.5477225575051661,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,456,1951.01.19.,제2대국회 제10회(정기회) 제10차 국회본회의(전체회의) (1951.01.19.),0,0,0,0,0,0,1.0,2.23606797749979,false,0.0,4.673717793095766e-7,false,0.4,0.5477225575051661,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,457,1951.01.20.,제2대국회 제10회(정기회) 제11차 국회본회의(전체회의) (1951.01.20.),0,0,0,0,3,0,1.0,2.23606797749979,false,0.0,4.673717793095766e-7,false,0.4,0.5477225575051661,false,0.0,0.0,false,0.0,0.0,true,0.0,5.268356063861754e-9,false
제2대,458,1951.01.22.,제2대국회 제10회(정기회) 제12차 국회본회의(전체회의) (1951.01.22.),0,0,0,0,0,0,1.0,2.23606797749979,false,0.0,4.673717793095766e-7,false,0.2,0.4472135954999579,false,0.0,0.0,false,0.6,1.3416407864998738,false,0.0,5.268356063861754e-9,false
제2대,459,1951.01.23.,제2대국회 제10회(정기회) 제13차 국회본회의(전체회의) (1951.01.23.),1,0,1,0,0,0,0.0,9.930136612989092e-17,true,0.0,4.673717793095766e-7,false,0.0,0.0,true,0.0,0.0,false,0.6,1.3416407864998738,false,0.0,5.268356063861754e-9,false
제2대,460,1951.01.26.,제2대국회 제10회(정기회) 제14차 국회본회의(전체회의) (1951.01.26.),0,0,0,0,0,0,0.2,0.4472135954999578,false,0.0,4.673717793095766e-7,false,0.2,0.4472135954999579,false,0.0,0.0,false,0.6,1.3416407864998738,false,0.0,5.268356063861754e-9,false
제2대,461,1951.01.27.,제2대국회 제10회(정기회) 제15차 국회본회의(전체회의) (1951.01.27.),1,0,0,0,0,0,0.2,0.4472135954999578,false,0.0,4.673717793095766e-7,false,0.2,0.4472135954999579,false,0.0,0.0,false,0.6,1.3416407864998738,false,0.0,5.268356063861754e-9,false
제2대,462,1951.01.29.,제2대국회 제10회(정기회) 제16차 국회본회의(전체회의) (1951.01.29.),0,0,0,0,0,0,0.4,0.547722557505166,false,0.0,4.673717793095766e-7,false,0.2,0.4472135954999579,false,0.0,0.0,false,0.6,1.3416407864998738,false,0.0,5.268356063861754e-9,false
제2대,463,1951.01.30.,제2대국회 제10회(정기회) 제17차 국회본회의(전체회의) (1951.01.30.),0,0,0,0,0,0,0.4,0.547722557505166,false,0.0,4.673717793095766e-7,false,0.2,0.4472135954999579,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,464,1951.01.31.,제2대국회 제10회(정기회) 제18차 국회본회의(전체회의) (1951.01.31.),0,0,0,0,0,0,0.4,0.547722557505166,false,0.0,4.673717793095766e-7,false,0.2,0.4472135954999579,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,465,1951.02.01.,제2대국회 제10회(정기회) 제19차 국회본회의(전체회의) (1951.02.01.),4,0,0,0,0,1,0.2,0.4472135954999578,true,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,true
제2대,466,1951.02.02.,제2대국회 제10회(정기회) 제20차 국회본회의(전체회의) (1951.02.02.),0,0,0,0,0,0,1.0,1.7320508075688772,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.2,0.447213595499958,false
제2대,467,1951.02.03.,제2대국회 제10회(정기회) 제21차 국회본회의(전체회의) (1951.02.03.),2,0,0,0,0,0,0.8,1.7888543819998317,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.2,0.447213595499958,false
제2대,468,1951.02.12.,제2대국회 제10회(정기회) 제22차 국회본회의(전체회의) (1951.02.12.),3,0,0,0,0,0,1.2,1.7888543819998317,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.2,0.447213595499958,false
제2대,469,1951.02.13.,제2대국회 제10회(정기회) 제23차 국회본회의(전체회의) (1951.02.13.),0,0,0,0,0,0,1.8,1.7888543819998315,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.2,0.447213595499958,false
제2대,470,1951.02.14.,제2대국회 제10회(정기회) 제24차 국회본회의(전체회의) (1951.02.14.),0,0,0,0,0,0,1.8,1.7888543819998315,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.2,0.447213595499958,false
제2대,471,1951.02.15.,제2대국회 제10회(정기회) 제25차 국회본회의(전체회의) (1951.02.15.),2,0,0,0,0,0,1.0,1.4142135623730951,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,472,1951.02.16.,제2대국회 제10회(정기회) 제26차 국회본회의(전체회의) (1951.02.16.),10,0,0,0,0,0,1.4,1.3416407864998736,true,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,473,1951.02.17.,제2대국회 제10회(정기회) 제27차 국회본회의(전체회의) (1951.02.17.),2,0,0,0,0,0,3.0,4.123105625617661,false,0.0,4.673717793095766e-7,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,474,1951.02.19.,제2대국회 제10회(정기회) 제28차 국회본회의(전체회의) (1951.02.19.),0,0,7,0,0,0,2.8,4.147288270665544,false,0.0,4.673717793095766e-7,false,0.0,0.0,true,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,475,1951.02.20.,제2대국회 제10회(정기회) 제29차 국회본회의(전체회의) (1951.02.20.),3,0,0,0,0,0,2.8,4.147288270665544,false,0.0,4.673717793095766e-7,false,1.4,3.1304951684997055,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,476,1951.02.21.,제2대국회 제10회(정기회) 제30차 국회본회의(전체회의) (1951.02.21.),0,0,0,0,0,0,3.4,3.8470768123342687,false,0.0,4.673717793095766e-7,false,1.4,3.1304951684997055,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,477,1951.02.22.,제2대국회 제10회(정기회) 제31차 국회본회의(전체회의) (1951.02.22.),0,0,0,0,0,0,3.0,4.123105625617661,false,0.0,4.673717793095766e-7,false,1.4,3.1304951684997055,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,478,1951.02.23.,제2대국회 제10회(정기회) 제32차 국회본회의(전체회의) (1951.02.23.),8,0,3,0,0,0,1.0,1.4142135623730951,true,0.0,4.673717793095766e-7,false,1.4,3.1304951684997055,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,479,1951.02.24.,제2대국회 제10회(정기회) 제33차 국회본회의(전체회의) (1951.02.24.),0,0,0,0,0,0,2.2,3.4928498393145957,false,0.0,4.673717793095766e-7,false,2.0,3.082207001484488,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,480,1951.02.26.,제2대국회 제10회(정기회) 제34차 국회본회의(전체회의) (1951.02.26.),1,2,0,0,0,0,2.2,3.4928498393145957,false,0.0,4.673717793095766e-7,true,0.6,1.3416407864998732,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,481,1951.02.27.,제2대국회 제10회(정기회) 제35차 국회본회의(전체회의) (1951.02.27.),1,0,0,0,0,0,1.8,3.4928498393145957,false,0.4,0.8944271910000396,false,0.6,1.3416407864998732,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,482,1951.02.28.,제2대국회 제10회(정기회) 제36차 국회본회의(전체회의) (1951.02.28.),3,0,0,0,0,0,2.0,3.3911649915626336,false,0.4,0.8944271910000396,false,0.6,1.3416407864998732,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,483,1951.03.02.,제2대국회 제10회(정기회) 제37차 국회본회의(전체회의) (1951.03.02.),0,0,0,0,0,0,2.6,3.209361307176242,false,0.4,0.8944271910000396,false,0.6,1.3416407864998732,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,484,1951.03.03.,제2대국회 제10회(정기회) 제38차 국회본회의(전체회의) (1951.03.03.),8,8,1,0,0,0,1.0,1.2247448713915876,true,0.4,0.8944271910000396,true,0.0,0.0,true,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,485,1951.03.05.,제2대국회 제10회(정기회) 제39차 국회본회의(전체회의) (1951.03.05.),5,0,0,0,0,0,2.6,3.209361307176242,false,2.0,3.4641016151377886,false,0.2,0.4472135954999562,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,486,1951.03.06.,제2대국회 제10회(정기회) 제40차 국회본회의(전체회의) (1951.03.06.),10,0,0,0,0,0,3.4,3.209361307176242,true,1.6,3.577708763999696,false,0.2,0.4472135954999562,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,487,1951.03.07.,제2대국회 제10회(정기회) 제41차 국회본회의(전체회의) (1951.03.07.),24,3,0,0,0,0,5.2,3.9623225512317894,true,1.6,3.577708763999696,false,0.2,0.4472135954999562,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,488,1951.03.08.,제2대국회 제10회(정기회) 제42차 국회본회의(전체회의) (1951.03.08.),0,1,0,0,0,0,9.4,8.988882021697693,false,2.2,3.49284983931463,false,0.2,0.4472135954999562,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,489,1951.03.09.,제2대국회 제10회(정기회) 제43차 국회본회의(전체회의) (1951.03.09.),0,0,0,0,0,0,9.4,8.988882021697693,false,2.4,3.3615472627943577,false,0.2,0.4472135954999562,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,490,1951.03.10.,제2대국회 제10회(정기회) 제44차 국회본회의(전체회의) (1951.03.10.),0,0,0,0,0,0,7.8,9.959919678390985,false,0.8,1.3038404810406155,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,491,1951.03.19.,제2대국회 제10회(정기회) 제45차 국회본회의(전체회의) (1951.03.19.),0,0,0,0,0,0,6.8,10.545141061171254,false,0.8,1.3038404810406155,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,false
제2대,492,1951.03.20.,제2대국회 제10회(정기회) 제46차 국회본회의(전체회의) (1951.03.20.),2,0,3,0,0,2,4.8,10.73312629199899,false,0.8,1.3038404810406155,false,0.0,0.0,true,0.0,0.0,false,0.0,0.0,false,0.0,5.268356063861754e-9,true
제2대,493,1951.03.21.,제2대국회 제10회(정기회) 제47차 국회본회의(전체회의) (1951.03.21.),3,286,0,0,0,0,0.4,0.8944271909999238,true,0.2,0.447213595500202,true,0.6,1.3416407864998732,false,0.0,0.0,false,0.0,0.0,false,0.4,0.8944271909999159,false
제2대,494,1951.03.22.,제2대국회 제10회(정기회) 제48차 국회본회의(전체회의) (1951.03.22.),1,0,3,0,0,0,1.0,1.4142135623731,false,57.2,127.90308831298798,false,0.6,1.3416407864998732,false,0.0,0.0,false,0.0,0.0,false,0.4,0.8944271909999159,false
제2대,495,1951.03.23.,제2대국회 제10회(정기회) 제49차 국회본회의(전체회의) (1951.03.23.),1,68,0,0,0,0,1.2,1.303840481040535,false,57.2,127.90308831298798,false,1.2,1.6431676725154978,false,0.0,0.0,false,0.0,0.0,false,0.4,0.8944271909999159,false
제2대,496,1951.03.24.,제2대국회 제10회(정기회) 제50차 국회본회의(전체회의) (1951.03.24.),0,226,1,0,0,0,1.4,1.1401754250991443,false,70.8,123.85152401161643,false,1.2,1.6431676725154978,false,0.0,0.0,false,0.0,0.0,false,0.4,0.8944271909999159,false
제2대,497,1951.03.26.,제2대국회 제10회(정기회) 제51차 국회본회의(전체회의) (1951.03.26.),0,0,0,0,0,0,1.4,1.1401754250991443,false,116.0,132.49150916190817,false,1.4,1.5165750888103096,false,0.0,0.0,false,0.0,0.0,false,0.4,0.8944271909999159,false
제2대,498,1951.03.27.,제2대국회 제10회(정기회) 제52차 국회본회의(전체회의) (1951.03.27.),0,0,0,0,0,1,1.0,1.224744871391595,false,116.0,132.49150916190817,false,0.8,1.3038404810405289,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,true
제2대,499,1951.03.28.,제2대국회 제10회(정기회) 제53차 국회본회의(전체회의) (1951.03.28.),0,0,1,1,0,1,0.4,0.5477225575051791,false,58.8,97.9959182823448,false,0.8,1.3038404810405289,false,0.0,0.0,true,0.0,0.0,false,0.2,0.4472135954999579,false
제2대,500,1951.03.29.,제2대국회 제10회(정기회) 제54차 국회본회의(전체회의) (1951.03.29.),2,23,0,0,0,0,0.2,0.44721359549997386,true,58.8,97.9959182823448,false,0.4,0.5477225575051641,false,0.2,0.4472135954999579,false,0.0,0.0,false,0.4,0.5477225575051661,false
제2대,501,1951.03.30.,제2대국회 제10회(정기회) 제55차 국회본회의(전체회의) (1951.03.30.),1,6,0,0,0,2,0.4,0.8944271909999238,false,49.8,99.00101009585711,false,0.4,0.5477225575051641,false,0.2,0.4472135954999579,false,0.0,0.0,false,0.4,0.5477225575051661,true
제2대,502,1951.03.31.,제2대국회 제10회(정기회) 제56차 국회본회의(전체회의) (1951.03.31.),7,6,7,0,0,2,0.6,0.8944271909999238,true,5.8,9.959919678391078,false,0.2,0.44721359549995543,true,0.2,0.4472135954999579,false,0.0,0.0,false,0.8,0.8366600265340756,false
제2대,503,1951.04.02.,제2대국회 제10회(정기회) 제57차 국회본회의(전체회의) (1951.04.02.),0,6,0,0,0,0,2.0,2.9154759474226526,false,7.0,9.4339811320567,false,1.6,3.049590136395381,false,0.2,0.4472135954999579,false,0.0,0.0,false,1.2,0.8366600265340756,false
제2대,504,1951.04.16.,제2대국회 제10회(정기회) 제58차 국회본회의(전체회의) (1951.04.16.),6,7,0,0,0,0,2.0,2.9154759474226526,false,8.2,8.671793355471625,false,1.6,3.049590136395381,false,0.2,0.4472135954999579,false,0.0,0.0,false,1.0,1.0,false
제2대,505,1951.04.17.,제2대국회 제10회(정기회) 제59차 국회본회의(전체회의) (1951.04.17.),0,0,0,0,0,0,3.2,3.1144823004794895,false,9.6,7.503332592921749,false,1.4,3.1304951684997055,false,0.0,0.0,false,0.0,0.0,false,0.8,1.0954451150103321,false
제2대,506,1951.04.18.,제2대국회 제10회(정기회) 제60차 국회본회의(전체회의) (1951.04.18.),2,0,0,0,0,0,2.8,3.4205262752974157,false,5.0,2.8284271247465105,false,1.4,3.1304951684997055,false,0.0,0.0,false,0.0,0.0,false,0.8,1.0954451150103321,false
제2대,507,1951.04.19.,제2대국회 제10회(정기회) 제61차 국회본회의(전체회의) (1951.04.19.),0,0,0,0,0,0,3.0,3.316624790355402,false,3.8,3.4928498393148555,false,1.4,3.1304951684997055,false,0.0,0.0,false,0.0,0.0,false,0.4,0.8944271909999159,false
제2대,508,1951.04.20.,제2대국회 제10회(정기회) 제62차 국회본회의(전체회의) (1951.04.20.),1,0,0,0,0,0,1.6,2.607680962081062,false,2.6,3.577708763999917,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false,0.0,0.0,false
제2대,509,1951.04.24.,제2대국회 제10회(정기회) 제63차 국회본회의(전체회의) (1951.04.24.),0,0,2,0,0,4,1.8,2.4899799195977494,false,1.4,3.130495168499995,false,0.0,0.0,true,0.0,0.0,false,0.0,0.0,false,0.0,0.0,true
제2대,510,1951.04.25.,제2대국회 제10회(정기회) 제64차 국회본회의(전체회의) (1951.04.25.),0,0,0,0,0,0,0.6,0.8944271909999238,false,0.0,1.346722069703937e-6,false,0.4,0.8944271909999159,false,0.0,0.0,false,0.0,0.0,false,0.8,1.7888543819998317,false
